Latitude;Longitude;Date;Source;Channel;Category;Merchants;Cards;Txs;Avg. amount;Max. amount;Min. amount;Std. amount;Peak day;Valley day;Peak hour;Valley hour
40,475;-3,835;2015-10;foreign;bbva_pos;es_travel;;;;;;;;;;;
40,475;-3,835;2015-10;foreign;bbva_pos;es_travelweb;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_travelweb;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_beauty;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_techsme;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_others;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_homesme;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_pharmacy;;;;;;;;;;;
40,475;-3,835;2015-10;national;bbva_pos;es_travelweb;;;;;;;;;;;
40,475;-3,835;2015-10;national;bbva_pos;es_travel;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;all;9;150;171;87,20398;1361,86;5,63;140,8;wednesday;monday;16;22
40,475;-3,835;2015-10;bbva;pos;es_travelweb;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_techsme;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_others;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_homesme;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_beauty;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_pharmacy;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;all;8;102;120;100,40633;1361,86;5,63;163,94;saturday;sunday;16;8
40,475;-3,835;2015-10;all;pos;es_tech;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_home;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_health;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_travel;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_wellnessandbeauty;;;;;;;;;;;
40,475;-3,835;2015-10;all;pos;es_otherservices;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_health;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_home;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_tech;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_wellnessandbeauty;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_otherservices;;;;;;;;;;;
40,475;-3,835;2015-10;bbva;pos;es_travel;;;;;;;;;;;
40,475;-3,835;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,475;-3,835;2015-10;foreign;bbva_pos;all;;;;;;;;;;;
40,39;-3,83;2015-10;all;pos;es_car;;;;;;;;;;;
40,39;-3,83;2015-10;all;pos;es_foodsme;;;;;;;;;;;
40,39;-3,83;2015-10;all;pos;es_fastfood;;;;;;;;;;;
40,39;-3,83;2015-10;national;bbva_pos;es_fastfood;;;;;;;;;;;
40,39;-3,83;2015-10;national;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,39;-3,83;2015-10;all;pos;all;;;;;;;;;;;
40,39;-3,83;2015-10;bbva;pos;es_car;;;;;;;;;;;
40,39;-3,83;2015-10;bbva;pos;es_foodsme;;;;;;;;;;;
40,39;-3,83;2015-10;bbva;pos;all;;;;;;;;;;;
40,39;-3,83;2015-10;all;pos;es_food;;;;;;;;;;;
40,39;-3,83;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,39;-3,83;2015-10;all;pos;es_auto;;;;;;;;;;;
40,39;-3,83;2015-10;bbva;pos;es_auto;;;;;;;;;;;
40,39;-3,83;2015-10;bbva;pos;es_food;;;;;;;;;;;
40,39;-3,83;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,47;-3,83;2015-10;all;pos;es_tobacconists;;;;;;;;;;;
40,47;-3,83;2015-10;all;pos;all;;;;;;;;;;;
40,47;-3,83;2015-10;bbva;pos;es_tobacconists;;;;;;;;;;;
40,47;-3,83;2015-10;bbva;pos;all;;;;;;;;;;;
40,47;-3,83;2015-10;all;pos;es_otherservices;;;;;;;;;;;
40,47;-3,83;2015-10;bbva;pos;es_otherservices;;;;;;;;;;;
40,47;-3,825;2015-10;all;pos;es_floristssme;;;;;;;;;;;
40,47;-3,825;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,47;-3,825;2015-10;all;pos;es_hospital;;;;;;;;;;;
40,47;-3,825;2015-10;national;bbva_pos;es_restaurant;;;;;;;;;;;
40,47;-3,825;2015-10;national;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,825;2015-10;all;pos;all;;;;;;;;;;;
40,47;-3,825;2015-10;bbva;pos;es_floristssme;;;;;;;;;;;
40,47;-3,825;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,47;-3,825;2015-10;bbva;pos;es_hospital;;;;;;;;;;;
40,47;-3,825;2015-10;bbva;pos;all;;;;;;;;;;;
40,47;-3,825;2015-10;all;pos;es_health;;;;;;;;;;;
40,47;-3,825;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,825;2015-10;all;pos;es_home;;;;;;;;;;;
40,47;-3,825;2015-10;bbva;pos;es_health;;;;;;;;;;;
40,47;-3,825;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,825;2015-10;bbva;pos;es_home;;;;;;;;;;;
40,47;-3,825;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,475;-3,825;2015-10;all;pos;es_beauty;;;;;;;;;;;
40,475;-3,825;2015-10;all;pos;es_fastfood;;;;;;;;;;;
40,475;-3,825;2015-10;all;pos;es_cafe;;;;;;;;;;;
40,475;-3,825;2015-10;national;bbva_pos;es_cafe;;;;;;;;;;;
40,475;-3,825;2015-10;national;bbva_pos;es_beauty;;;;;;;;;;;
40,475;-3,825;2015-10;national;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,475;-3,825;2015-10;national;bbva_pos;es_wellnessandbeauty;;;;;;;;;;;
40,475;-3,825;2015-10;all;pos;all;;;;;;;;;;;
40,475;-3,825;2015-10;bbva;pos;es_fastfood;;;;;;;;;;;
40,475;-3,825;2015-10;bbva;pos;all;;;;;;;;;;;
40,475;-3,825;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,475;-3,825;2015-10;all;pos;es_wellnessandbeauty;;;;;;;;;;;
40,475;-3,825;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,475;-3,825;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_others;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_beauty;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_gas;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;all;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_others;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_gas;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_beauty;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;all;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_wellnessandbeauty;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_otherservices;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_transportation;;;;;;;;;;;
40,47;-3,82;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_otherservices;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_transportation;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_wellnessandbeauty;;;;;;;;;;;
40,47;-3,82;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_leather;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_fashionsme;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_shoe;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_beauty;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_cafe;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_sportandtoys;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_sport;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_photo;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_parking;;;;;;;;;;;
40,465;-3,815;2015-10;national;bbva_pos;es_fashionsme;;;;;;;;;;;
40,465;-3,815;2015-10;national;bbva_pos;es_fashion;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;all;15;216;248;159,13;3798,75;1,49;377,38;sunday;wednesday;16;1
40,465;-3,815;2015-10;bbva;pos;es_beauty;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_parking;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_leather;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_photo;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_cafe;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_shoe;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_fashionsme;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_sport;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_sportandtoys;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;all;14;215;247;158,97049;3798,75;1,49;378,14;sunday;wednesday;16;1
40,465;-3,815;2015-10;all;pos;es_fashion;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_sportsandtoys;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_transportation;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_wellnessandbeauty;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,815;2015-10;all;pos;es_tech;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_fashion;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_sportsandtoys;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_wellnessandbeauty;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_tech;;;;;;;;;;;
40,465;-3,815;2015-10;bbva;pos;es_transportation;;;;;;;;;;;
40,465;-3,815;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,465;-3,81;2015-10;foreign;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,81;2015-10;foreign;bbva_pos;es_restaurant;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;es_others;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;es_travelagency;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;es_car;;;;;;;;;;;
40,465;-3,81;2015-10;national;bbva_pos;es_restaurant;;;;;;;;;;;
40,465;-3,81;2015-10;national;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;all;6;67;137;32,93752;470,47;1,02;64,17;thursday;monday;14;0
40,465;-3,81;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;es_others;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;es_travelagency;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;es_car;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;all;6;66;136;32,81875;470,47;1,02;64,39;thursday;tuesday;14;18
40,465;-3,81;2015-10;all;pos;es_travel;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;es_otherservices;;;;;;;;;;;
40,465;-3,81;2015-10;all;pos;es_auto;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;es_auto;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;es_travel;;;;;;;;;;;
40,465;-3,81;2015-10;bbva;pos;es_otherservices;;;;;;;;;;;
40,465;-3,81;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,465;-3,81;2015-10;foreign;bbva_pos;all;;;;;;;;;;;
40,47;-3,81;2015-10;all;pos;es_hypermarket;;;;;;;;;;;
40,47;-3,81;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,47;-3,81;2015-10;all;pos;es_pharmacy;;;;;;;;;;;
40,47;-3,81;2015-10;all;pos;all;;;;;;;;;;;
40,47;-3,81;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,47;-3,81;2015-10;bbva;pos;es_pharmacy;;;;;;;;;;;
40,47;-3,81;2015-10;bbva;pos;es_hypermarket;;;;;;;;;;;
40,47;-3,81;2015-10;bbva;pos;all;;;;;;;;;;;
40,47;-3,81;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,81;2015-10;all;pos;es_hyper;;;;;;;;;;;
40,47;-3,81;2015-10;all;pos;es_health;;;;;;;;;;;
40,47;-3,81;2015-10;bbva;pos;es_health;;;;;;;;;;;
40,47;-3,81;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,81;2015-10;bbva;pos;es_hyper;;;;;;;;;;;
40,465;-3,805;2015-10;foreign;bbva_pos;es_transportation;;;;;;;;;;;
40,465;-3,805;2015-10;foreign;bbva_pos;es_gas;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_gas;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_fastfood;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_hospital;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_goods;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_parking;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_realestate;;;;;;;;;;;
40,465;-3,805;2015-10;national;bbva_pos;es_fastfood;;;;;;;;;;;
40,465;-3,805;2015-10;national;bbva_pos;es_gas;;;;;;;;;;;
40,465;-3,805;2015-10;national;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,805;2015-10;national;bbva_pos;es_transportation;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;all;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_goods;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_realestate;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_parking;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_fastfood;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_hospital;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_gas;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;all;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_health;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_transportation;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_propertyservices;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_otherservices;;;;;;;;;;;
40,465;-3,805;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_health;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_propertyservices;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_transportation;;;;;;;;;;;
40,465;-3,805;2015-10;bbva;pos;es_otherservices;;;;;;;;;;;
40,465;-3,805;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,465;-3,805;2015-10;foreign;bbva_pos;all;;;;;;;;;;;
40,47;-3,805;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,47;-3,805;2015-10;all;pos;all;;;;;;;;;;;
40,47;-3,805;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,47;-3,805;2015-10;bbva;pos;all;;;;;;;;;;;
40,47;-3,805;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,805;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,365;-3,8;2015-10;all;pos;es_fashionsme;;;;;;;;;;;
40,365;-3,8;2015-10;all;pos;all;;;;;;;;;;;
40,365;-3,8;2015-10;bbva;pos;es_fashionsme;;;;;;;;;;;
40,365;-3,8;2015-10;bbva;pos;all;;;;;;;;;;;
40,365;-3,8;2015-10;all;pos;es_fashion;;;;;;;;;;;
40,365;-3,8;2015-10;bbva;pos;es_fashion;;;;;;;;;;;
40,37;-3,8;2015-10;all;pos;es_parking;;;;;;;;;;;
40,37;-3,8;2015-10;all;pos;all;;;;;;;;;;;
40,37;-3,8;2015-10;bbva;pos;es_parking;;;;;;;;;;;
40,37;-3,8;2015-10;bbva;pos;all;;;;;;;;;;;
40,37;-3,8;2015-10;all;pos;es_transportation;;;;;;;;;;;
40,37;-3,8;2015-10;bbva;pos;es_transportation;;;;;;;;;;;
40,46;-3,8;2015-10;all;pos;es_beauty;;;;;;;;;;;
40,46;-3,8;2015-10;all;pos;es_cafe;;;;;;;;;;;
40,46;-3,8;2015-10;all;pos;all;;;;;;;;;;;
40,46;-3,8;2015-10;bbva;pos;es_cafe;;;;;;;;;;;
40,46;-3,8;2015-10;bbva;pos;es_beauty;;;;;;;;;;;
40,46;-3,8;2015-10;bbva;pos;all;;;;;;;;;;;
40,46;-3,8;2015-10;all;pos;es_wellnessandbeauty;;;;;;;;;;;
40,46;-3,8;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,46;-3,8;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,46;-3,8;2015-10;bbva;pos;es_wellnessandbeauty;;;;;;;;;;;
40,465;-3,8;2015-10;foreign;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,8;2015-10;foreign;bbva_pos;es_restaurant;;;;;;;;;;;
40,465;-3,8;2015-10;foreign;bbva_pos;es_cafe;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_techsme;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_travelweb;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_hotel;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_cafe;;;;;;;;;;;
40,465;-3,8;2015-10;national;bbva_pos;es_restaurant;;;;;;;;;;;
40,465;-3,8;2015-10;national;bbva_pos;es_cafe;;;;;;;;;;;
40,465;-3,8;2015-10;national;bbva_pos;es_travelweb;;;;;;;;;;;
40,465;-3,8;2015-10;national;bbva_pos;es_travel;;;;;;;;;;;
40,465;-3,8;2015-10;national;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;all;12;880;2258;18,033;1024,11;0,93;69,1;friday;sunday;14;1
40,465;-3,8;2015-10;bbva;pos;es_cafe;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;es_techsme;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;es_hotel;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;es_travelweb;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;all;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_travel;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_hotelservices;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_tech;;;;;;;;;;;
40,465;-3,8;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;es_hotelservices;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;es_barsandrestaurants;5;122;230;10,86765;67,14;0,93;7,97;thursday;sunday;14;7
40,465;-3,8;2015-10;bbva;pos;es_tech;;;;;;;;;;;
40,465;-3,8;2015-10;bbva;pos;es_travel;;;;;;;;;;;
40,465;-3,8;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,465;-3,8;2015-10;foreign;bbva_pos;all;;;;;;;;;;;
40,47;-3,8;2015-10;foreign;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,8;2015-10;foreign;bbva_pos;es_cafe;;;;;;;;;;;
40,47;-3,8;2015-10;all;pos;es_cafe;;;;;;;;;;;
40,47;-3,8;2015-10;all;pos;es_restaurant;;;;;;;;;;;
40,47;-3,8;2015-10;national;bbva_pos;es_cafe;;;;;;;;;;;
40,47;-3,8;2015-10;national;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,8;2015-10;all;pos;all;;;;;;;;;;;
40,47;-3,8;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,47;-3,8;2015-10;bbva;pos;es_cafe;;;;;;;;;;;
40,47;-3,8;2015-10;bbva;pos;all;;;;;;;;;;;
40,47;-3,8;2015-10;all;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,8;2015-10;bbva;pos;es_barsandrestaurants;;;;;;;;;;;
40,47;-3,8;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,47;-3,8;2015-10;foreign;bbva_pos;all;;;;;;;;;;;
40,38;-3,795;2015-10;foreign;bbva_pos;es_otherservices;;;;;;;;;;;
40,38;-3,795;2015-10;foreign;bbva_pos;es_goods;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_beauty;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_education;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_foodsme;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_pharmacy;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_photo;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_goods;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_hospital;;;;;;;;;;;
40,38;-3,795;2015-10;national;bbva_pos;es_goods;;;;;;;;;;;
40,38;-3,795;2015-10;national;bbva_pos;es_foodsme;;;;;;;;;;;
40,38;-3,795;2015-10;national;bbva_pos;es_hospital;;;;;;;;;;;
40,38;-3,795;2015-10;national;bbva_pos;es_health;;;;;;;;;;;
40,38;-3,795;2015-10;national;bbva_pos;es_otherservices;;;;;;;;;;;
40,38;-3,795;2015-10;national;bbva_pos;es_food;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;all;12;275;571;31,78501;556,11;0,98;41,97;friday;wednesday;12;21
40,38;-3,795;2015-10;bbva;pos;es_pharmacy;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_goods;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_beauty;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_hospital;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_photo;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_education;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_foodsme;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;all;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_tech;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_wellnessandbeauty;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_food;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_otherservices;;;;;;;;;;;
40,38;-3,795;2015-10;all;pos;es_health;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_health;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_tech;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_food;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_wellnessandbeauty;;;;;;;;;;;
40,38;-3,795;2015-10;bbva;pos;es_otherservices;;;;;;;;;;;
40,38;-3,795;2015-10;national;bbva_pos;all;;;;;;;;;;;
40,38;-3,795;2015-10;foreign;bbva_pos;all;;;;;;;;;;;
40,465;-3,795;2015-10;foreign;bbva_pos;es_barsandrestaurants;;;;;;;;;;;
40,465;-3,795;2015-10;foreign;bbva_pos;es_cafe;;;;;;;;;;;
40,465;-3,795;2015-10;foreign;bbva_pos;es_restaurant;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_restaurant;5;340;417;39,17149;177,3;1,11;30,8;saturday;wednesday;21;8
40,465;-3,795;2015-10;all;pos;es_pharmacy;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_hospital;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_cafe;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_hypermarket;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_pub;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_beauty;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_drycleaner;;;;;;;;;;;
40,465;-3,795;2015-10;national;bbva_pos;es_restaurant;;;;;;;;;;;
40,465;-3,795;2015-10;national;bbva_pos;es_drycleaner;;;;;;;;;;;
40,465;-3,795;2015-10;national;bbva_pos;es_cafe;;;;;;;;;;;
40,465;-3,795;2015-10;national;bbva_pos;es_barsandrestaurants;4;626;763;43,57916;367,59;0,85;43,17;saturday;monday;15;1
40,465;-3,795;2015-10;national;bbva_pos;es_otherservices;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;all;18;1527;2467;32,422;728,39;0,44;36,01;saturday;wednesday;13;2
40,465;-3,795;2015-10;bbva;pos;es_beauty;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_drycleaner;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_pub;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_pharmacy;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_hypermarket;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_restaurant;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_cafe;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_hospital;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;all;18;919;1729;31,23861;728,39;0,44;37,38;saturday;wednesday;15;8
40,465;-3,795;2015-10;all;pos;es_wellnessandbeauty;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_otherservices;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_health;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_hyper;;;;;;;;;;;
40,465;-3,795;2015-10;all;pos;es_barsandrestaurants;11;1057;1386;39,19826;367,59;0,85;37,78;saturday;monday;15;2
40,465;-3,795;2015-10;bbva;pos;es_health;;;;;;;;;;;
40,465;-3,795;2015-10;bbva;pos;es_barsandrestaurants;11;577;795;40,6976;367,59;1,11;40,1;saturday;wednesday;15;8
40,465;-3,795;2015-10;bbva;pos;es_otherservices;;;;;;;;;;;
