Latitude;Longitude;Date;Source;Channel;Merchants;Cards;Txs;Avg. amount;Category level;Category;Merchants by category;Cards by category;Txs by category;Avg. amount by category
40,455;-3,765;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,465;-3,765;2015-10;all;pos;;;;;subcategories;;;;;
40,465;-3,765;2015-10;bbva;pos;;;;;subcategories;;;;;
40,36;-3,76;2015-10;all;pos;10;203;254;30,56339;subcategories;es_hospital;3;22;29;96,76172
40,36;-3,76;2015-10;all;pos;10;203;254;30,56339;subcategories;filtered;;;225;22,03115
40,36;-3,76;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,36;-3,76;2015-10;bbva;pos;10;158;200;33,54935;subcategories;es_hospital;3;22;29;96,76172
40,36;-3,76;2015-10;bbva;pos;10;158;200;33,54935;subcategories;filtered;;;171;22,82912
40,365;-3,76;2015-10;all;pos;;;;;subcategories;es_pharmacy;4;119;143;21,37811
40,365;-3,76;2015-10;all;pos;;;;;subcategories;filtered;;;3217;42,67663
40,365;-3,76;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;159;43,75868
40,365;-3,76;2015-10;bbva;pos;;;;;subcategories;es_pharmacy;4;119;143;21,37811
40,365;-3,76;2015-10;bbva;pos;;;;;subcategories;filtered;;;3081;42,62886
40,365;-3,76;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,37;-3,76;2015-10;all;pos;27;576;835;41,76636;subcategories;es_beauty;5;32;35;38,54629
40,37;-3,76;2015-10;all;pos;27;576;835;41,76636;subcategories;es_pharmacy;5;33;39;22,00359
40,37;-3,76;2015-10;all;pos;27;576;835;41,76636;subcategories;filtered;;;761;42,92727
40,37;-3,76;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;405;43,84166
40,37;-3,76;2015-10;bbva;pos;26;322;489;40,85327;subcategories;es_beauty;5;20;23;34,50826
40,37;-3,76;2015-10;bbva;pos;26;322;489;40,85327;subcategories;es_pharmacy;5;33;39;22,00359
40,37;-3,76;2015-10;bbva;pos;26;322;489;40,85327;subcategories;filtered;;;427;42,91667
40,375;-3,76;2015-10;all;pos;;;;;subcategories;filtered;;;6;20,74167
40,375;-3,76;2015-10;bbva;pos;;;;;subcategories;filtered;;;6;20,74167
40,385;-3,76;2015-10;all;pos;23;476;614;48,572;subcategories;filtered;;;614;48,572
40,385;-3,76;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;315;70,0267
40,385;-3,76;2015-10;bbva;pos;23;239;340;29,33491;subcategories;es_beauty;4;9;10;48,298
40,385;-3,76;2015-10;bbva;pos;23;239;340;29,33491;subcategories;filtered;;;330;28,76027
40,385;-3,76;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,39;-3,76;2015-10;all;pos;49;1434;2383;32,15661;subcategories;es_foodsme;11;187;215;26,46493
40,39;-3,76;2015-10;all;pos;49;1434;2383;32,15661;subcategories;filtered;;;2168;32,72106
40,39;-3,76;2015-10;national;bbva_pos;14;748;990;32,80465;subcategories;filtered;;;990;32,80464
40,39;-3,76;2015-10;bbva;pos;48;770;1518;30,92653;subcategories;es_restaurant;9;69;107;20,01364
40,39;-3,76;2015-10;bbva;pos;48;770;1518;30,92653;subcategories;es_foodsme;11;110;135;30,324
40,39;-3,76;2015-10;bbva;pos;48;770;1518;30,92653;subcategories;es_beauty;3;14;18;20,93556
40,39;-3,76;2015-10;bbva;pos;48;770;1518;30,92653;subcategories;es_cafe;5;30;34;24,80559
40,39;-3,76;2015-10;bbva;pos;48;770;1518;30,92653;subcategories;filtered;;;1224;32,26392
40,39;-3,76;2015-10;foreign;bbva_pos;5;8;8;15,9725;subcategories;filtered;;;8;15,9725
40,395;-3,76;2015-10;all;pos;56;1105;1469;45,54824;subcategories;es_fashionsme;7;65;66;46,24152
40,395;-3,76;2015-10;all;pos;56;1105;1469;45,54824;subcategories;es_foodsme;6;70;86;33,43698
40,395;-3,76;2015-10;all;pos;56;1105;1469;45,54824;subcategories;es_hospital;6;41;42;155,83595
40,395;-3,76;2015-10;all;pos;56;1105;1469;45,54824;subcategories;es_beauty;8;88;111;52,90532
40,395;-3,76;2015-10;all;pos;56;1105;1469;45,54824;subcategories;filtered;;;1164;41,72272
40,395;-3,76;2015-10;national;bbva_pos;11;649;841;21,60955;subcategories;filtered;;;841;21,60955
40,395;-3,76;2015-10;bbva;pos;55;529;717;71,05674;subcategories;es_fashionsme;7;65;66;46,24152
40,395;-3,76;2015-10;bbva;pos;55;529;717;71,05674;subcategories;es_foodsme;6;41;54;37,03407
40,395;-3,76;2015-10;bbva;pos;55;529;717;71,05674;subcategories;es_hospital;6;41;42;155,83595
40,395;-3,76;2015-10;bbva;pos;55;529;717;71,05674;subcategories;filtered;;;555;70,90232
40,395;-3,76;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,4;-3,76;2015-10;all;pos;;;;;subcategories;filtered;;;212;182,36387
40,4;-3,76;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,4;-3,76;2015-10;bbva;pos;12;81;103;95,9101;subcategories;filtered;;;103;95,9101
40,41;-3,76;2015-10;all;pos;;;;;subcategories;;;;;
40,41;-3,76;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,41;-3,76;2015-10;bbva;pos;;;;;subcategories;;;;;
40,36;-3,755;2015-10;all;pos;;;;;subcategories;filtered;;;2490;32,29895
40,36;-3,755;2015-10;bbva;pos;;;;;subcategories;filtered;;;2490;32,29895
40,365;-3,755;2015-10;all;pos;;;;;subcategories;filtered;;;1626;34,71204
40,365;-3,755;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,365;-3,755;2015-10;bbva;pos;;;;;subcategories;filtered;;;1461;36,02438
40,365;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,37;-3,755;2015-10;all;pos;38;717;1167;41,26723;subcategories;es_pharmacy;5;56;66;25,75424
40,37;-3,755;2015-10;all;pos;38;717;1167;41,26723;subcategories;filtered;;;1101;42,19717
40,37;-3,755;2015-10;national;bbva_pos;8;500;883;34,88801;subcategories;filtered;;;883;34,888
40,37;-3,755;2015-10;bbva;pos;38;284;378;56,92114;subcategories;es_pharmacy;5;56;66;25,75424
40,37;-3,755;2015-10;bbva;pos;38;284;378;56,92114;subcategories;filtered;;;312;63,51413
40,37;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,375;-3,755;2015-10;all;pos;;;;;subcategories;filtered;;;1048;48,64366
40,375;-3,755;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;921;51,12321
40,375;-3,755;2015-10;bbva;pos;11;127;230;42,73643;subcategories;filtered;;;230;42,73644
40,375;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;3;62,12
40,38;-3,755;2015-10;all;pos;3;10;15;21,016;subcategories;filtered;;;15;21,016
40,38;-3,755;2015-10;bbva;pos;3;10;15;21,016;subcategories;filtered;;;15;21,016
40,385;-3,755;2015-10;all;pos;;;;;subcategories;es_foodsme;8;110;141;37,08716
40,385;-3,755;2015-10;all;pos;;;;;subcategories;es_beauty;5;27;28;32,08429
40,385;-3,755;2015-10;all;pos;;;;;subcategories;filtered;;;688;35,12225
40,385;-3,755;2015-10;national;bbva_pos;7;104;116;32,34664;subcategories;filtered;;;116;32,34664
40,385;-3,755;2015-10;bbva;pos;;;;;subcategories;es_foodsme;8;63;86;42,91453
40,385;-3,755;2015-10;bbva;pos;;;;;subcategories;filtered;;;666;34,85261
40,385;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,39;-3,755;2015-10;all;pos;70;1814;3160;32,43374;subcategories;es_goods;4;40;42;26,01
40,39;-3,755;2015-10;all;pos;70;1814;3160;32,43374;subcategories;es_pharmacy;6;161;205;36,47746
40,39;-3,755;2015-10;all;pos;70;1814;3160;32,43374;subcategories;filtered;;;2913;32,24178
40,39;-3,755;2015-10;national;bbva_pos;17;1457;2615;27,7784;subcategories;filtered;;;2615;27,7784
40,39;-3,755;2015-10;bbva;pos;66;518;833;46,06288;subcategories;es_foodsme;5;52;87;26,12057
40,39;-3,755;2015-10;bbva;pos;66;518;833;46,06288;subcategories;es_pharmacy;6;126;163;36,09264
40,39;-3,755;2015-10;bbva;pos;66;518;833;46,06288;subcategories;es_beauty;6;33;34;34,88853
40,39;-3,755;2015-10;bbva;pos;66;518;833;46,06288;subcategories;filtered;;;549;52,87537
40,39;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;17;112,19882
40,395;-3,755;2015-10;all;pos;39;887;1163;50,45253;subcategories;es_pharmacy;6;80;100;23,361
40,395;-3,755;2015-10;all;pos;39;887;1163;50,45253;subcategories;filtered;;;1063;53,00112
40,395;-3,755;2015-10;national;bbva_pos;10;588;747;42,50965;subcategories;filtered;;;747;42,50965
40,395;-3,755;2015-10;bbva;pos;37;390;529;60,41346;subcategories;es_pharmacy;6;80;100;23,361
40,395;-3,755;2015-10;bbva;pos;37;390;529;60,41346;subcategories;es_beauty;6;46;58;50,52862
40,395;-3,755;2015-10;bbva;pos;37;390;529;60,41346;subcategories;filtered;;;371;71,94598
40,395;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,4;-3,755;2015-10;all;pos;;;;;subcategories;filtered;;;662;41,92426
40,4;-3,755;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;614;40,82096
40,4;-3,755;2015-10;bbva;pos;;;;;subcategories;filtered;;;101;50,72564
40,4;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,405;-3,755;2015-10;all;pos;28;1004;1610;30,49024;subcategories;filtered;;;1610;30,49024
40,405;-3,755;2015-10;national;bbva_pos;3;330;409;25,38333;subcategories;filtered;;;409;25,38333
40,405;-3,755;2015-10;bbva;pos;28;705;1244;32,33628;subcategories;es_pharmacy;9;82;93;28,56602
40,405;-3,755;2015-10;bbva;pos;28;705;1244;32,33628;subcategories;filtered;;;1151;32,64091
40,405;-3,755;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,46;-3,755;2015-10;all;pos;;;;;subcategories;;;;;
40,46;-3,755;2015-10;bbva;pos;;;;;subcategories;;;;;
40,36;-3,75;2015-10;all;pos;;;;;subcategories;filtered;;;31;18,84
40,36;-3,75;2015-10;bbva;pos;;;;;subcategories;filtered;;;31;18,84
40,365;-3,75;2015-10;all;pos;;;;;subcategories;;;;;
40,365;-3,75;2015-10;bbva;pos;;;;;subcategories;;;;;
40,37;-3,75;2015-10;all;pos;;;;;subcategories;filtered;;;2109;37,33356
40,37;-3,75;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,37;-3,75;2015-10;bbva;pos;;;;;subcategories;filtered;;;2109;37,33356
40,375;-3,75;2015-10;all;pos;39;1102;1487;37,74286;subcategories;filtered;;;1487;37,74286
40,375;-3,75;2015-10;national;bbva_pos;11;606;709;35,55951;subcategories;filtered;;;709;35,55951
40,375;-3,75;2015-10;bbva;pos;37;558;856;39,05104;subcategories;es_beauty;4;23;29;26,79
40,375;-3,75;2015-10;bbva;pos;37;558;856;39,05104;subcategories;filtered;;;827;39,48099
40,375;-3,75;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,38;-3,75;2015-10;all;pos;39;1071;1458;68,39749;subcategories;filtered;;;1458;68,39749
40,38;-3,75;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;971;80,4202
40,38;-3,75;2015-10;bbva;pos;38;376;580;71,60609;subcategories;filtered;;;580;71,60608
40,38;-3,75;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;7;119,21714
40,385;-3,75;2015-10;all;pos;8;67;77;82,8313;subcategories;filtered;;;77;82,8313
40,385;-3,75;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,385;-3,75;2015-10;bbva;pos;;;;;subcategories;filtered;;;71;75,30479
40,39;-3,75;2015-10;all;pos;16;247;438;44,45902;subcategories;filtered;;;438;44,45901
40,39;-3,75;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,39;-3,75;2015-10;bbva;pos;16;207;391;45,20517;subcategories;filtered;;;391;45,20516
40,395;-3,75;2015-10;all;pos;;;;;subcategories;filtered;;;678;32,0778
40,395;-3,75;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;653;31,84239
40,395;-3,75;2015-10;bbva;pos;9;64;111;37,26081;subcategories;filtered;;;111;37,26081
40,395;-3,75;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,4;-3,75;2015-10;all;pos;27;536;753;34,99884;subcategories;filtered;;;753;34,99885
40,4;-3,75;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;346;27,10971
40,4;-3,75;2015-10;bbva;pos;26;279;436;40,71232;subcategories;filtered;;;436;40,71232
40,4;-3,75;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,405;-3,75;2015-10;all;pos;20;408;669;37,79184;subcategories;filtered;;;669;37,79184
40,405;-3,75;2015-10;national;bbva_pos;8;304;518;36,32502;subcategories;filtered;;;518;36,32502
40,405;-3,75;2015-10;bbva;pos;18;142;215;39,64856;subcategories;filtered;;;215;39,64856
40,405;-3,75;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,41;-3,75;2015-10;all;pos;7;103;134;30,88522;subcategories;filtered;;;134;30,88522
40,41;-3,75;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,41;-3,75;2015-10;bbva;pos;;;;;subcategories;filtered;;;56;33,79982
40,46;-3,75;2015-10;all;pos;;;;;subcategories;filtered;;;2285;40,98802
40,46;-3,75;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,46;-3,75;2015-10;bbva;pos;;;;;subcategories;filtered;;;1989;39,56499
40,46;-3,75;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,47;-3,75;2015-10;all;pos;;;;;subcategories;;;;;
40,47;-3,75;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,47;-3,75;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,365;-3,745;2015-10;all;pos;;;;;subcategories;filtered;;;169;132,13538
40,365;-3,745;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;121;176,64794
40,365;-3,745;2015-10;bbva;pos;;;;;subcategories;filtered;;;62;189,68758
40,365;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,37;-3,745;2015-10;all;pos;28;1108;1388;61,03986;subcategories;es_car;6;13;13;252,22154
40,37;-3,745;2015-10;all;pos;28;1108;1388;61,03986;subcategories;filtered;;;1375;59,23233
40,37;-3,745;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;149;96,13725
40,37;-3,745;2015-10;bbva;pos;;;;;subcategories;es_car;5;12;12;248,29167
40,37;-3,745;2015-10;bbva;pos;;;;;subcategories;filtered;;;1253;55,52246
40,37;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,375;-3,745;2015-10;all;pos;31;811;1132;34,27035;subcategories;es_foodsme;11;514;744;29,90019
40,375;-3,745;2015-10;all;pos;31;811;1132;34,27035;subcategories;filtered;;;388;42,65026
40,375;-3,745;2015-10;national;bbva_pos;8;646;858;34,14002;subcategories;filtered;;;858;34,14003
40,375;-3,745;2015-10;bbva;pos;31;254;397;46,57645;subcategories;es_foodsme;11;104;198;26,08641
40,375;-3,745;2015-10;bbva;pos;31;254;397;46,57645;subcategories;filtered;;;199;66,96352
40,375;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;9;27,50445
40,38;-3,745;2015-10;all;pos;11;114;144;57,30861;subcategories;filtered;;;144;57,30861
40,38;-3,745;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,38;-3,745;2015-10;bbva;pos;11;68;84;56,43345;subcategories;filtered;;;84;56,43345
40,385;-3,745;2015-10;all;pos;105;5127;7320;30,93489;subcategories;es_beauty;8;208;246;36,87512
40,385;-3,745;2015-10;all;pos;105;5127;7320;30,93489;subcategories;es_homesme;5;22;22;182,27364
40,385;-3,745;2015-10;all;pos;105;5127;7320;30,93489;subcategories;es_fashionsme;8;199;219;30,59425
40,385;-3,745;2015-10;all;pos;105;5127;7320;30,93489;subcategories;es_pharmacy;10;158;196;29,5249
40,385;-3,745;2015-10;all;pos;105;5127;7320;30,93489;subcategories;es_hospital;5;20;28;158,01214
40,385;-3,745;2015-10;all;pos;105;5127;7320;30,93489;subcategories;es_shoe;6;86;86;59,89477
40,385;-3,745;2015-10;all;pos;105;5127;7320;30,93489;subcategories;filtered;;;6523;29,32696
40,385;-3,745;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;5660;28,02602
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_goods;5;63;67;16,77343
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_pharmacy;10;158;196;29,5249
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_foodsme;15;84;136;23,70478
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_shoe;6;86;86;59,89477
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_hospital;5;20;28;158,01214
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_fashionsme;8;158;174;32,89736
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_homesme;5;22;22;182,27364
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;es_beauty;8;54;69;46,93638
40,385;-3,745;2015-10;bbva;pos;104;1471;2281;37,1907;subcategories;filtered;;;1503;34,69685
40,385;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;19;44,83947
40,39;-3,745;2015-10;all;pos;83;3294;4386;36,93688;subcategories;es_restaurant;11;1230;1657;27,03249
40,39;-3,745;2015-10;all;pos;83;3294;4386;36,93688;subcategories;es_homesme;6;14;14;181,81643
40,39;-3,745;2015-10;all;pos;83;3294;4386;36,93688;subcategories;filtered;;;2715;42,23458
40,39;-3,745;2015-10;national;bbva_pos;24;2522;3392;35,01735;subcategories;filtered;;;3392;35,01735
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;es_shoe;3;35;38;48,42447
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;es_homesme;6;14;14;181,81643
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;es_restaurant;11;187;227;27,43181
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;es_beauty;12;82;97;41,07072
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;es_car;3;11;11;57,57364
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;es_veterinarian;3;17;18;30,43833
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;es_fashionsme;5;51;58;52,72655
40,39;-3,745;2015-10;bbva;pos;83;1018;1325;42,57038;subcategories;filtered;;;862;43,58466
40,39;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;31;55,03742
40,395;-3,745;2015-10;all;pos;10;198;206;44,86879;subcategories;filtered;;;206;44,86879
40,395;-3,745;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,395;-3,745;2015-10;bbva;pos;10;125;133;56,24955;subcategories;filtered;;;133;56,24955
40,4;-3,745;2015-10;all;pos;10;50;58;95,26276;subcategories;filtered;;;58;95,26276
40,4;-3,745;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,4;-3,745;2015-10;bbva;pos;10;36;43;58,27674;subcategories;filtered;;;43;58,27674
40,405;-3,745;2015-10;all;pos;86;979;1542;36,84055;subcategories;es_cafe;5;12;16;37,31063
40,405;-3,745;2015-10;all;pos;86;979;1542;36,84055;subcategories;es_fashionsme;6;75;95;42,68389
40,405;-3,745;2015-10;all;pos;86;979;1542;36,84055;subcategories;es_pharmacy;9;124;165;24,45897
40,405;-3,745;2015-10;all;pos;86;979;1542;36,84055;subcategories;es_foodsme;13;103;137;24,8265
40,405;-3,745;2015-10;all;pos;86;979;1542;36,84055;subcategories;es_car;7;55;63;121,2119
40,405;-3,745;2015-10;all;pos;86;979;1542;36,84055;subcategories;es_beauty;5;15;16;51,98063
40,405;-3,745;2015-10;all;pos;86;979;1542;36,84055;subcategories;filtered;;;1050;34,52494
40,405;-3,745;2015-10;national;bbva_pos;11;347;421;41,40546;subcategories;filtered;;;421;41,40546
40,405;-3,745;2015-10;bbva;pos;84;674;1169;35,30594;subcategories;es_fashionsme;6;75;95;42,68389
40,405;-3,745;2015-10;bbva;pos;84;674;1169;35,30594;subcategories;es_goods;4;29;33;18,11242
40,405;-3,745;2015-10;bbva;pos;84;674;1169;35,30594;subcategories;es_foodsme;13;103;137;24,8265
40,405;-3,745;2015-10;bbva;pos;84;674;1169;35,30594;subcategories;es_car;7;24;26;171,61731
40,405;-3,745;2015-10;bbva;pos;84;674;1169;35,30594;subcategories;es_pharmacy;9;124;165;24,45897
40,405;-3,745;2015-10;bbva;pos;84;674;1169;35,30594;subcategories;es_beauty;5;15;16;51,98063
40,405;-3,745;2015-10;bbva;pos;84;674;1169;35,30594;subcategories;filtered;;;697;34,27441
40,405;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;8;16,48
40,41;-3,745;2015-10;all;pos;;;;;subcategories;filtered;;;443;39,75224
40,41;-3,745;2015-10;bbva;pos;;;;;subcategories;filtered;;;443;39,75224
40,455;-3,745;2015-10;all;pos;;;;;subcategories;;;;;
40,455;-3,745;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,455;-3,745;2015-10;bbva;pos;;;;;subcategories;;;;;
40,455;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,475;-3,745;2015-10;all;pos;;;;;subcategories;filtered;;;155;78,47491
40,475;-3,745;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,475;-3,745;2015-10;bbva;pos;;;;;subcategories;filtered;;;154;78,65149
40,475;-3,745;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,365;-3,74;2015-10;all;pos;70;21843;27398;37,34674;subcategories;es_goods;5;101;106;17,73085
40,365;-3,74;2015-10;all;pos;70;21843;27398;37,34674;subcategories;es_telephony;6;195;201;24,5092
40,365;-3,74;2015-10;all;pos;70;21843;27398;37,34674;subcategories;filtered;;;27091;37,51874
40,365;-3,74;2015-10;national;bbva_pos;18;15788;17801;38,03762;subcategories;filtered;;;17801;38,03762
40,365;-3,74;2015-10;bbva;pos;67;7823;11599;36,37776;subcategories;es_fashionsme;13;783;849;46,0413
40,365;-3,74;2015-10;bbva;pos;67;7823;11599;36,37776;subcategories;es_sportandtoys;6;765;822;31,64859
40,365;-3,74;2015-10;bbva;pos;67;7823;11599;36,37776;subcategories;es_restaurant;7;689;727;32,93446
40,365;-3,74;2015-10;bbva;pos;67;7823;11599;36,37776;subcategories;es_goods;5;101;106;17,73085
40,365;-3,74;2015-10;bbva;pos;67;7823;11599;36,37776;subcategories;filtered;;;9095;36,39567
40,365;-3,74;2015-10;foreign;bbva_pos;14;144;153;53,46105;subcategories;filtered;;;153;53,46105
40,37;-3,74;2015-10;all;pos;;;;;subcategories;filtered;;;2825;42,9153
40,37;-3,74;2015-10;bbva;pos;;;;;subcategories;filtered;;;2825;42,9153
40,375;-3,74;2015-10;all;pos;;;;;subcategories;filtered;;;266;29,34523
40,375;-3,74;2015-10;bbva;pos;;;;;subcategories;filtered;;;266;29,34523
40,38;-3,74;2015-10;all;pos;10;111;118;42,68822;subcategories;filtered;;;118;42,68822
40,38;-3,74;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,38;-3,74;2015-10;bbva;pos;9;63;68;39,13368;subcategories;filtered;;;68;39,13368
40,385;-3,74;2015-10;all;pos;76;1741;2320;46,10036;subcategories;es_foodsme;6;32;37;24,31135
40,385;-3,74;2015-10;all;pos;76;1741;2320;46,10036;subcategories;es_fashionsme;9;564;611;32,73833
40,385;-3,74;2015-10;all;pos;76;1741;2320;46,10036;subcategories;es_pharmacy;3;13;13;15,97538
40,385;-3,74;2015-10;all;pos;76;1741;2320;46,10036;subcategories;es_hospital;5;55;70;100,41371
40,385;-3,74;2015-10;all;pos;76;1741;2320;46,10036;subcategories;es_beauty;5;15;15;39,586
40,385;-3,74;2015-10;all;pos;76;1741;2320;46,10036;subcategories;es_cafe;8;32;37;17,38081
40,385;-3,74;2015-10;all;pos;76;1741;2320;46,10036;subcategories;filtered;;;1537;50,47279
40,385;-3,74;2015-10;national;bbva_pos;14;1206;1649;38,42652;subcategories;filtered;;;1649;38,42652
40,385;-3,74;2015-10;bbva;pos;75;654;836;61,06843;subcategories;es_cafe;8;32;37;17,38081
40,385;-3,74;2015-10;bbva;pos;75;654;836;61,06843;subcategories;es_hospital;5;43;56;95,77786
40,385;-3,74;2015-10;bbva;pos;75;654;836;61,06843;subcategories;es_tobacconists;3;86;133;42,37835
